ID товара,Наименование,Ссылка на товар,Регулярная цена,Промо цена,Бренд
222242,"Чай Tess Sunrise цейлонский черный (1.8г х 100шт), 180г",https://online.metro-cc.ru/products/tess-chernyj-cejlonskij-sunrise-100x18g,359,239,TESS
463869,"Чай Tess Lime зеленый с цедрой цитрусовых (1.5г х 100шт), 150г",https://online.metro-cc.ru/products/tess-zelenyj-s-cedroj-citrusovyh-lime-100-15g,359,239,TESS
179588,"Чай Greenfield Earl Grey Fantasy черный, 200г",https://online.metro-cc.ru/products/greenfield-chernyj-earl-grey-fantasy-200g,289,239,GREENFIELD
490825,"Чай Althaus Deli Packs English Breakfast черный (1.75г x 20шт), 35г",https://online.metro-cc.ru/products/althaus-deli-packs-english-breakfast-20-p-h-175-g,449,,ALTHAUS
463090,"Чай Ahmad Tea черный классический (2г х 100шт), 200г",https://online.metro-cc.ru/products/ahmad-tea-chernyj-classic-black-tea-100-2g,329,269,AHMAD TEA
463551,"Чай Richard Royal Ceylon черный крупнолистовой, 180г",https://online.metro-cc.ru/products/richard-royal-ceylon-chernyj-180g,319,219,RICHARD
214533,"RIOBA Чай зеленый Жасмин (2г х 20шт), 40г",https://online.metro-cc.ru/products/rioba-zelenyj-zhasmin-20x2g,339,,RIOBA
370755,"RIOBA Чай черный с чабрецом (2г х 20шт), 40г",https://online.metro-cc.ru/products/rioba-chernyj-s-chabrecom-20x2g,269,,RIOBA
533323,"RIOBA Чай черный Брусничный (2г х 20шт), 40г",https://online.metro-cc.ru/products/rioba-chernyj-brusnichnyj-20x2g,269,,RIOBA
93277,"Чай Ahmad Tea Earl Grey черный с бергамотом (2г x 100шт), 200г",https://online.metro-cc.ru/products/ahmad-tea-chernyj-s-bergamotom-earl-grey-100-pak,529,359,AHMAD TEA
463671,"Чай Richard Lord Grey черный байховый (2г х 100шт), 200г",https://online.metro-cc.ru/products/richard-chernyj-bajhovyj-lord-grey-100-pak,369,279,RICHARD
509223,"Чай Akbar Золотой крупно-листовой, 250г",https://online.metro-cc.ru/products/art_634080,369,309,AKBAR
424940,"Чай Азерчай Букет черный байховый, 400г",https://online.metro-cc.ru/products/art_578790,579,,АЗЕРЧАЙ
194482,"Чай Greenfield Jasmine Dream зеленый листовой, 200г",https://online.metro-cc.ru/products/greenfield-zelenyj-jasmine-dream-200g,289,239,GREENFIELD
102000,"Чай Newby Green Sencha, зеленый (2г x 50шт), 100г",https://online.metro-cc.ru/products/zelenyj-newby-green-sencha-50-2g,1409,,NEWBY
183269,"Чай Greenfield Kenyan Sunrise черный байховый (2г х 25 пак), 50г",https://online.metro-cc.ru/products/greenfield-chernyj-kenyan-sunrise-25x2g,122,94.9,GREENFIELD
514721,"RIOBA Чай черный листовой с Чабрецом, 400г",https://online.metro-cc.ru/products/rioba-chernyj-listovoj-s-chabrecom-400g,459,,RIOBA
386830,"RIOBA Чай черный листовой Эрл Грей, 400г",https://online.metro-cc.ru/products/rioba-chernyj-erl-grej-400g,529,,RIOBA
618847,"Чай Азерчай Букет черный байховый, 100г",https://online.metro-cc.ru/products/100g-azerchaj-buket-chern-bajhovyj-kar-up,159,,АЗЕРЧАЙ
540090,"Чай Curtis Blue Berries Blues черный в пирамидках (1.8г x 20шт), 36г",https://online.metro-cc.ru/products/chernyj-curtis-blue-berries-blues-piramidki-20x18g,109,79.9,CURTIS
204515,"Чай Майский Корона Российской Империи черный цейлонский крупнолистовой, 200г",https://online.metro-cc.ru/products/majskij-chernyj-korona-rossijskoj-imperii-200g,251,199,МАЙСКИЙ
120991,"Чай Майский Цейлон черный отборный (2г x 100шт), 200г",https://online.metro-cc.ru/products/majskij-chernyj-otbornyj-cejlon-100x2g,223,189,МАЙСКИЙ
385733,"Чай Richard Royal Ceylon черный байховый (2г х 100шт), 200г",https://online.metro-cc.ru/products/richard-chernyj-bajhovyj-royl-ceylon-v-sashe-100-2g,369,279,RICHARD
473944130,"RIOBA Чай ассорти пакетированный 9 вкусов, 173г",https://online.metro-cc.ru/products/173g-chay-rioba-assorti-paketirovannyy-9-vkusov,479,,RIOBA
92549,"Чай Ahmad Tea English Breakfast черный (2г x 100шт), 200г",https://online.metro-cc.ru/products/ahmad-tea-chernyj-english-breakfast-100x2g,529,359,AHMAD TEA
179525,"RIOBA Чай черный Эрл Грей (2г х 20шт), 40г",https://online.metro-cc.ru/products/rioba-chernyj-erl-grej-20x2g,255,,RIOBA
105743,"RIOBA Чай черный Ассам (2г х 20шт), 40г",https://online.metro-cc.ru/products/rioba-chernyj-assam-20x2g,246,,RIOBA
288672052,"Чай Riston Elite Ceylon черный листовой, 200г",https://online.metro-cc.ru/products/200g-chay-riston-elite-ceylon-chyornyy-listovoy,259,,RISTON
385866,"Чай Richard Lord Grey черный байховый в саше (2г х 25шт), 50г",https://online.metro-cc.ru/products/richard-chernyj-bajhovyj-lord-grey-v-sashe-25-pak,125,89.9,RICHARD
106478,"Чай Майский Корона Российской Империи черный цейлонский крупнолистовой (2г х 100 шт), 200г",https://online.metro-cc.ru/products/majskij-chernyj-korona-rossijskoj-imperii-100-pak-395514,223,189,МАЙСКИЙ
218409,"RIOBA Чай зеленый Изумрудные спиральки (2г х 20шт), 40г",https://online.metro-cc.ru/products/rioba-zelenyj-izumrudnye-spiralki-20x2g,241,,RIOBA
517705,"RIOBA Чай черный Английский завтрак (2г х 20шт), 40г",https://online.metro-cc.ru/products/rioba-chernyj-anglijskij-zavtrak-20x2g,259,,RIOBA
493756,"Чай Tess Thyme черный с чабрецом и цедрой лимона (1.5г x 100шт), 150г",https://online.metro-cc.ru/products/tess-chernyj-s-chabrecom-cedroj-limona-thyme-100-15g,359,239,TESS
445489,"RIOBA Чайный напиток Ройбуш земляничный (2г х 20шт), 40г",https://online.metro-cc.ru/products/rioba-napitok-rojbush-zemlyanichnyj-20x2g,269,,RIOBA
221235,"Чай Greenfield Earl Grey Fantasy черный (2г х 25 пак), 50г",https://online.metro-cc.ru/products/greenfield-chernyj-cejlonskij-bajhovyj-s-aromatom-bergamota-earl-grey-fantasy-sashe-25-2g,122,94.9,GREENFIELD
385652,"Чай Ahmad Tea черный классический (2г х 25шт), 50г",https://online.metro-cc.ru/products/ahmad-tea-chernyj-klassicheskij-25h2g,96.9,89.9,AHMAD TEA
235031,"Чай Greenfield Rich Camomile (1.5г х 25шт), 38г",https://online.metro-cc.ru/products/greenfield-travyanoj-rich-camomile-25x15g,122,94.9,GREENFIELD
242310,"RIOBA Чай зеленый байховый Имбирный апельсин (2г х 20шт), 40г",https://online.metro-cc.ru/products/rioba-zelenyj-bajhovyj-imbirnyj-apelsin-20x2g,243,,RIOBA
161482,"Чай Ahmad Tea Earl Grey черный листовой со вкусом и ароматом бергамота, 200г",https://online.metro-cc.ru/products/ahmad-tea-chernyj-earl-grey-200g-468922,399,,AHMAD TEA
596160982,"Чай Richman Оолонг манго-персик, 40г",https://online.metro-cc.ru/products/40g-chay-richman-oolong-mangopersik,196,129,RICHMAN
86978,"Чай Ahmad Tea Jasmine Green Tea зеленый байховый мелкий с жасмином (2г х 100шт), 200г",https://online.metro-cc.ru/products/ahmad-tea-zelenyj-bajhovyj-melkij-s-zhasminom-jasmine-green-tea-100-pak,519,359,AHMAD TEA
236700,"Чай Curtis зеленый мохито (1.8г х 20шт), 36г",https://online.metro-cc.ru/products/zelenyj-curtis-fresh-mojito-20x18g,109,79.9,CURTIS
387005,"RIOBA Чай зеленый листовой Зеленый Сенча, 400г",https://online.metro-cc.ru/products/rioba-zelenyj-zelenyj-sencha-400g,839,,RIOBA
194098,"Чай Newby Ceylon черный (2г x 50шт), 100г",https://online.metro-cc.ru/products/chernyj-newby-ceylon-50-2g,1229,,NEWBY
237428757,"Чай Curtis Desserts Tea Collection ассорти (1.95г x 30шт), 59г",https://online.metro-cc.ru/products/30h195g-chay-curtis-dessert-tea-collection-assorti,339,249,CURTIS
389292,"RIOBA Чай зеленый листовой Молочный Улун, 400г",https://online.metro-cc.ru/products/rioba-zelenyj-molochnyj-ulun-400g,519,,RIOBA
312359797,"Чай Akbar черный малина-черника (1.5г x 100шт), 150г",https://online.metro-cc.ru/products/100h15g-chay-akbar-chyornyy-malinachernika-pak,379,249,AKBAR
507215,"Чай Greenfield Wildberry rooibos (1.5г x 25шт), 38г",https://online.metro-cc.ru/products/greenfield-napitok-wildberry-rooibos-s-kusochkami-yagod-zemlyaniki-klyukvy-25-pak,122,94.9,GREENFIELD
506711,"Чай Greenfield English Edition цейлонский черный (2г x 100шт), 200г",https://online.metro-cc.ru/products/greenfield-chernyj-cejlonskij-english-edition-100x2g,359,299,GREENFIELD
225609,"RIOBA Чай черный для заваривания в чайнике С чабрецом (5г х 20шт), 100г",https://online.metro-cc.ru/products/rioba-chernyj-dlya-zavarivaniya-v-chajnike-s-chabrecom-20x5g,339,,RIOBA
425386,"Чай Азерчай черный с ароматом бергамота (2г х 100шт), 200г",https://online.metro-cc.ru/products/art_578788,349,,АЗЕРЧАЙ
439358,"Чай Ahmad Tea Classic black Tea черный листовой классический, 200г",https://online.metro-cc.ru/products/ahmad-tea-chernyj-listovoj-klassicheskij-classic-black-tea-200g,269,249,AHMAD TEA
375417,"Фильтр-пакеты Basilur Для заваривания листового чая 80шт, 32г",https://online.metro-cc.ru/products/filtr-pakety-basilur-dlya-zavarivaniya-listovogo-chaya-80-sht,299,,BASILUR
617382,"Чай Richard Royal Kenya черный крупнолистовой, 180г",https://online.metro-cc.ru/products/180g-richard-royal-kenya,319,219,RICHARD
522116,"Чай Maitre de The ассорти Exсlusive Collection 12 вкусов, 120г",https://online.metro-cc.ru/products/maitre-assorti-exslusive-collection-12-vkusov-v-sashe-60-pak,389,,MAITRE DE THE
8910089,"Чай Richard Royal Goji & Wild Strawberry ароматизированный (1.7г х 25шт), 42г",https://online.metro-cc.ru/products/chay-richard-godzhi-i-zemlyanika-paketirovannyy-25-x-17g,125,89.9,RICHARD
452643,"Набор чая Ahmad Tea Four Season's Tea Collection ассорти 15 вкусов (2г х 90шт), 180г",https://online.metro-cc.ru/products/ahmad-tea-nabor-assorti-laquofour-season-rsquos-raquo-15-vkusov-v-kartonnoj-korobke-90-sashe,899,,AHMAD TEA
144396,"Чай Newby English Breakfast черный листовой, 100г",https://online.metro-cc.ru/products/newby-chernyj-english-breakfast-100g,789,,NEWBY
451647,"Чай Greenfield Sicilian Citrus черный с ароматом красного апельсина (1.8г х 20шт), 36г",https://online.metro-cc.ru/products/art_592281,169,109,GREENFIELD
